SKU,Category,Style,Size,Amount,Core,price_level
NW002-TP-PJ-S,Set,NW002,S,455.0,TP-PJ,low
JNE3838-KR-XXXL,kurta,JNE3838,3XL,399.0,KR,low
JNE3376-KR-XL,kurta,JNE3376,XL,432.0,KR,low
SET345-KR-NP-S,Set,SET345,S,641.0,KR-NP,High
SET405-KR-NP-XL,Set,SET405,XL,771.0,KR-NP,High
NW012-TP-PJ-M,Set,NW012,M,521.0,TP-PJ,Medium
J0285-SKD-M,Set,J0285,M,1442.0,SKD,Luxury
J0002-SKD-XXXL,Set,J0002,3XL,1125.0,SKD,Premium
JNE3160-KR-XXL,kurta,JNE3160,XXL,749.0,KR,High
JNE3628-KR-XXXL,kurta,JNE3628,3XL,487.0,KR,Medium
JNE3712-TP-N-L,Top,JNE3712,L,518.0,TP-N,Medium
JNE3798-KR-L,Western Dress,JNE3798,L,735.0,KR,High
SET401-KR-NP-L,Set,SET401,L,999.0,KR-NP,Premium
JNE3440-KR-N-XXL,kurta,JNE3440,XXL,435.0,KR-N,low
J0119-TP-XXL,Top,J0119,XXL,550.0,TP,Medium
JNE3838-KR-S,kurta,JNE3838,S,399.0,KR,low
J0006-SET-XXXL,Ethnic Dress,J0006,3XL,855.0,SET,Premium
JNE3634-KR-XXXL,kurta,JNE3634,3XL,521.0,KR,Medium
NW004-TP-PJ-XXXL,Set,NW004,3XL,475.0,TP-PJ,Medium
SET402-KR-NP-M,Set,SET402,M,988.0,KR-NP,Premium
J0391-TP-S,Top,J0391,S,690.0,TP,High
J0230-SKD-S,Set,J0230,S,1319.0,SKD,Luxury
JNE3896-KR-XL,kurta,JNE3896,XL,582.0,KR,Medium
JNE3735-KR-M,kurta,JNE3735,M,386.0,KR,low
JNE3785-KR-L,kurta,JNE3785,L,335.0,KR,low
SET217-KR-PP-M,Set,SET217,M,786.0,KR-PP,High
J0119-TP-XXXL,Top,J0119,3XL,550.0,TP,Medium
JNE3687-TU-M,Top,JNE3687,M,545.0,TU,Medium
J0119-TP-M,Top,J0119,M,550.0,TP,Medium
J0251-SKD-XS,Set,J0251,XS,725.0,SKD,High
J0210-DR-XL,Ethnic Dress,J0210,XL,837.0,DR,Premium
J0340-TP-XL,Top,J0340,XL,649.0,TP,High
JNE3837-KR-XL,kurta,JNE3837,XL,533.0,KR,Medium
SET171-KR-NP-XXXL,Set,SET171,3XL,792.0,KR-NP,Premium
PJNE3068-KR-6XL,kurta,PJNE3068,6XL,1043.0,KR,Premium
SET410-KR-NP-L,Set,SET410,L,568.0,KR-NP,Medium
SET158-KR-PP-XXXL,Set,SET158,3XL,791.0,KR-PP,Premium
JNE3869-DR-M,Western Dress,JNE3869,M,678.0,DR,High
JNE3784-KR-XXL,kurta,JNE3784,XXL,496.0,KR,Medium
J0002-SKD-L,Set,J0002,L,1125.0,SKD,Premium
JNE3639-TP-N-L,Top,JNE3639,L,497.0,TP-N,Medium
JNE3440-KR-N-M,kurta,JNE3440,M,435.0,KR-N,low
J0306-DR-XL,Western Dress,J0306,XL,744.0,DR,High
J0004-SKD-XL,Set,J0004,XL,1125.0,SKD,Premium
J0006-SET-XL,Ethnic Dress,J0006,XL,855.0,SET,Premium
J0002-SKD-XL,Set,J0002,XL,1125.0,SKD,Premium
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
JNE3518-KR-S,kurta,JNE3518,S,487.0,KR,Medium
JNE3363-KR-1032-L,kurta,JNE3363,L,399.0,KR-1032,low
JNE3697-KR-XL,kurta,JNE3697,XL,486.0,KR,Medium
SET264-KR-NP-M,Set,SET264,M,824.0,KR-NP,Premium
JNE3797-KR-S,Western Dress,JNE3797,S,735.0,KR,High
JNE3654-TP-L,Top,JNE3654,L,360.0,TP,low
SET291-KR-PP-M,Set,SET291,M,579.0,KR-PP,Medium
JNE3861-DR-XL,Western Dress,JNE3861,XL,754.0,DR,High
JNE3798-KR-XS,Western Dress,JNE3798,XS,735.0,KR,High
JNE3861-DR-L,Western Dress,JNE3861,L,744.0,DR,High
J0339-DR-S,Western Dress,J0339,S,786.0,DR,High
J0339-DR-S,Western Dress,J0339,S,786.0,DR,High
NW015-TP-PJ-XXL,Set,NW015,XXL,501.0,TP-PJ,Medium
J0301-TP-S,Top,J0301,S,487.0,TP,Medium
J0152-DR-L,Western Dress,J0152,L,899.0,DR,Premium
MEN5004-KR-XXXL,kurta,MEN5004,3XL,698.0,KR,High
J0339-DR-M,Western Dress,J0339,M,786.0,DR,High
JNE3764-KR-XXL,kurta,JNE3764,XXL,387.0,KR,low
J0339-DR-M,Western Dress,J0339,M,786.0,DR,High
SET308-KR-PP-XXL,Set,SET308,XXL,696.0,KR-PP,High
JNE3645-TP-N-XS,Top,JNE3645,XS,473.0,TP-N,Medium
SET287-KR-NP-M,Set,SET287,M,636.0,KR-NP,High
J0282-SET-M,Set,J0282,M,999.0,SET,Premium
SET414-KR-NP-XL,Set,SET414,XL,999.0,KR-NP,Premium
SET357-KR-NP-L,Set,SET357,L,771.0,KR-NP,High
JNE3698-KR-XL,kurta,JNE3698,XL,399.0,KR,low
SET396-KR-PP-XXL,Set,SET396,XXL,988.0,KR-PP,Premium
JNE3454-KR-M,kurta,JNE3454,M,441.0,KR,low
J0277-SKD-XL,Set,J0277,XL,1333.0,SKD,Luxury
J0342-TP-S,Top,J0342,S,625.0,TP,High
JNE3510-KR-XL,kurta,JNE3510,XL,467.0,KR,Medium
JNE3739-KR-XXL,kurta,JNE3739,XXL,441.0,KR,low
J0341-DR-S,Western Dress,J0341,S,842.0,DR,Premium
J0349-SET-S,Set,J0349,S,845.0,SET,Premium
SET321-KR-DPT-XL,Set,SET321,XL,967.0,KR-DPT,Premium
SET251-KR-PP-M,Set,SET251,M,759.0,KR-PP,High
J0372-SKD-M,Set,J0372,M,1033.0,SKD,Premium
JNE3784-KR-M,kurta,JNE3784,M,496.0,KR,Medium
J0013-SKD-M,Set,J0013,M,1008.0,SKD,Premium
J0342-TP-M,Top,J0342,M,625.0,TP,High
SET200-KR-NP-A-XS,Set,SET200,XS,543.0,KR-NP-A,Medium
JNE3373-KR-XXXL,kurta,JNE3373,3XL,382.0,KR,low
JNE3660-TP-N-L,Top,JNE3660,L,371.0,TP-N,low
SET278-KR-NP-XL,Set,SET278,XL,1442.0,KR-NP,Luxury
MEN5032-KR-XXL,kurta,MEN5032,XXL,787.0,KR,High
MEN5022-KR-XXL,kurta,MEN5022,XXL,764.0,KR,High
J0339-DR-L,Western Dress,J0339,L,786.0,DR,High
SET305-KR-DPT-L,Set,SET305,L,967.0,KR-DPT,Premium
SET316-KR-DPT-L,Set,SET316,L,1238.0,KR-DPT,Luxury
J0341-DR-L,Western Dress,J0341,L,842.0,DR,Premium
MEN5009-KR-XL,kurta,MEN5009,XL,698.0,KR,High
MEN5008-KR-XL,kurta,MEN5008,XL,688.0,KR,High
SET286-KR-NP-XXXL,Set,SET286,3XL,626.0,KR-NP,High
J0119-TP-XL,Top,J0119,XL,550.0,TP,Medium
J0285-SKD-XL,Set,J0285,XL,1442.0,SKD,Luxury
JNE3806-KR-XXL,kurta,JNE3806,XXL,545.0,KR,Medium
J0213-TP-XL,Top,J0213,XL,563.0,TP,Medium
JNE3510-KR-S,kurta,JNE3510,S,467.0,KR,Medium
JNE3654-TP-L,Top,JNE3654,L,360.0,TP,low
JNE3463-KR-XL,kurta,JNE3463,XL,550.0,KR,Medium
J0341-DR-XXXL,Western Dress,J0341,3XL,842.0,DR,Premium
SET333-KR-DPT-S,Set,SET333,S,967.0,KR-DPT,Premium
J0009-SKD-L,Set,J0009,L,838.0,SKD,Premium
JNE3720-KR-XL,kurta,JNE3720,XL,517.0,KR,Medium
J0341-DR-XXL,Western Dress,J0341,XXL,842.0,DR,Premium
JNE3648-TP-N-L,Top,JNE3648,L,518.0,TP-N,Medium
SET048-KR-NP-XS,Set,SET048,XS,629.0,KR-NP,High
SET357-KR-NP-L,Set,SET357,L,771.0,KR-NP,High
SET128-KR-DH-XXL,Set,SET128,XXL,985.0,KR-DH,Premium
JNE3869-DR-M,Western Dress,JNE3869,M,678.0,DR,High
JNE3619-KR-M,kurta,JNE3619,M,301.0,KR,low
JNE3801-KR-XL,kurta,JNE3801,XL,725.0,KR,High
JNE3751-KR-XXXL,kurta,JNE3751,3XL,349.0,KR,low
J0127-SKD-XXXL,Set,J0127,3XL,1186.0,SKD,Luxury
J0280-SKD-XS,Set,J0280,XS,1473.0,SKD,Luxury
J0386-KR-XL,kurta,J0386,XL,967.0,KR,Premium
SET355-KR-PP-XS,Set,SET355,XS,1229.0,KR-PP,Luxury
SET345-KR-NP-XXL,Set,SET345,XXL,641.0,KR-NP,High
JNE3798-KR-XL,Western Dress,JNE3798,XL,735.0,KR,High
JNE3822-KR-XXL,kurta,JNE3822,XXL,436.0,KR,low
J0391-TP-M,Top,J0391,M,690.0,TP,High
J0124-TP-M,Top,J0124,M,553.0,TP,Medium
SET345-KR-NP-XXXL,Set,SET345,3XL,641.0,KR-NP,High
JNE3741-KR-XXXL,kurta,JNE3741,3XL,459.0,KR,Medium
SET305-KR-DPT-S,Set,SET305,S,967.0,KR-DPT,Premium
JNE3801-KR-S,kurta,JNE3801,S,735.0,KR,High
J0335-DR-M,Western Dress,J0335,M,940.0,DR,Premium
J0301-TP-XXL,Top,J0301,XXL,497.0,TP,Medium
JNE3721-KR-L,kurta,JNE3721,L,292.0,KR,low
J0336-TP-S,Top,J0336,S,665.0,TP,High
J0277-SKD-XL,Set,J0277,XL,1333.0,SKD,Luxury
JNE3721-KR-L,kurta,JNE3721,L,292.0,KR,low
JNE3721-KR-XL,kurta,JNE3721,XL,292.0,KR,low
SET209-KR-PP-L,Set,SET209,L,507.0,KR-PP,Medium
J0244-SKD-L,Set,J0244,L,1164.0,SKD,Luxury
JNE3801-KR-XL,kurta,JNE3801,XL,725.0,KR,High
JNE3484-KR-XXL,kurta,JNE3484,XXL,301.0,KR,low
J0344-TP-L,Top,J0344,L,550.0,TP,Medium
J0343-DR-XL,Western Dress,J0343,XL,842.0,DR,Premium
NW012-TP-PJ-XXL,Set,NW012,XXL,521.0,TP-PJ,Medium
SET331-KR-NP-S,Set,SET331,S,641.0,KR-NP,High
JNE3838-KR-L,kurta,JNE3838,L,399.0,KR,low
JNE3721-KR-S,kurta,JNE3721,S,292.0,KR,low
J0117-TP-XXXL,Top,J0117,3XL,522.0,TP,Medium
SET328-KR-NP-XL,Set,SET328,XL,545.0,KR-NP,Medium
J0376-SKD-XXL,Set,J0376,XXL,1041.0,SKD,Premium
J0012-SKD-XS,Set,J0012,XS,1127.0,SKD,Premium
SET233-KR-PP-XXL,Set,SET233,XXL,529.0,KR-PP,Medium
J0179-KR-XXXL,kurta,J0179,3XL,696.0,KR,High
J0301-TP-XL,Top,J0301,XL,497.0,TP,Medium
SET304-KR-DPT-XL,Set,SET304,XL,1125.0,KR-DPT,Premium
SET343-KR-NP-L,Set,SET343,L,850.0,KR-NP,Premium
J0113-TP-M,Top,J0113,M,540.0,TP,Medium
J0213-TP-L,Top,J0213,L,563.0,TP,Medium
SET277-KR-NP-XXXL,Set,SET277,3XL,1268.0,KR-NP,Luxury
JNE3822-KR-XL,kurta,JNE3822,XL,436.0,KR,low
JNE3718-KR-L,kurta,JNE3718,L,468.0,KR,Medium
J0341-DR-S,Western Dress,J0341,S,842.0,DR,Premium
J0005-DR-XXXL,Western Dress,J0005,3XL,899.0,DR,Premium
J0230-SKD-M,Set,J0230,M,1319.0,SKD,Luxury
SET240-KR-PP-XS,Set,SET240,XS,579.0,KR-PP,Medium
SET364-KR-NP-L,Set,SET364,L,1338.0,KR-NP,Luxury
J0097-KR-XXL,kurta,J0097,XXL,534.0,KR,Medium
JNE3801-KR-L,kurta,JNE3801,L,735.0,KR,High
J0119-TP-XL,Top,J0119,XL,550.0,TP,Medium
J0277-SKD-XL,Set,J0277,XL,1333.0,SKD,Luxury
J0335-DR-M,Western Dress,J0335,M,940.0,DR,Premium
JNE3781-KR-XXL,kurta,JNE3781,XXL,416.0,KR,low
J0117-TP-XXL,Top,J0117,XXL,522.0,TP,Medium
JNE3718-KR-S,kurta,JNE3718,S,458.0,KR,Medium
J0152-DR-L,Western Dress,J0152,L,899.0,DR,Premium
SET357-KR-NP-L,Set,SET357,L,771.0,KR-NP,High
J0308-DR-XS,Western Dress,J0308,XS,625.0,DR,High
J0199-SET-XXXL,Set,J0199,3XL,491.0,SET,Medium
JNE3905-DR-XXXL,Western Dress,JNE3905,3XL,625.0,DR,High
JNE3634-KR-XS,kurta,JNE3634,XS,511.0,KR,Medium
JNE3822-KR-M,kurta,JNE3822,M,436.0,KR,low
J0339-DR-XL,Western Dress,J0339,XL,786.0,DR,High
JNE3861-DR-L,Western Dress,JNE3861,L,744.0,DR,High
JNE3703-KR-L,kurta,JNE3703,L,292.0,KR,low
JNE3797-KR-L,Western Dress,JNE3797,L,735.0,KR,High
J0335-DR-XXXL,Western Dress,J0335,3XL,940.0,DR,Premium
J0336-TP-XXXL,Top,J0336,3XL,665.0,TP,High
SET345-KR-NP-L,Set,SET345,L,641.0,KR-NP,High
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
J0119-TP-M,Top,J0119,M,550.0,TP,Medium
JNE3518-KR-XL,kurta,JNE3518,XL,468.0,KR,Medium
J0041-SET-XL,Set,J0041,XL,622.0,SET,High
JNE3801-KR-XXXL,kurta,JNE3801,3XL,735.0,KR,High
JNE3634-KR-XXXL,kurta,JNE3634,3XL,521.0,KR,Medium
JNE3548-KR-XXL,kurta,JNE3548,XXL,517.0,KR,Medium
J0301-TP-S,Top,J0301,S,487.0,TP,Medium
JNE3461-KR-L,kurta,JNE3461,L,399.0,KR,low
JNE3739-KR-L,kurta,JNE3739,L,441.0,KR,low
SET345-KR-NP-XL,Set,SET345,XL,641.0,KR-NP,High
MEN5002-KR-M,kurta,MEN5002,M,709.0,KR,High
SET286-KR-NP-S,Set,SET286,S,666.0,KR-NP,High
JNE3634-KR-XL,kurta,JNE3634,XL,521.0,KR,Medium
J0400-DR-XXXL,Western Dress,J0400,3XL,859.0,DR,Premium
JNE3634-KR-XXXL,kurta,JNE3634,3XL,521.0,KR,Medium
MEN5004-KR-XXXL,kurta,MEN5004,3XL,698.0,KR,High
JNE3437-KR-L,kurta,JNE3437,L,496.0,KR,Medium
J0213-TP-M,Top,J0213,M,563.0,TP,Medium
J0339-DR-M,Western Dress,J0339,M,786.0,DR,High
SET324-KR-NP-XXL,Set,SET324,XXL,635.0,KR-NP,High
JNE3405-KR-XXXL,kurta,JNE3405,3XL,435.0,KR,low
SET145-KR-NP-XL,Set,SET145,XL,774.0,KR-NP,High
JNE3458-KR-L,kurta,JNE3458,L,380.0,KR,low
SET304-KR-DPT-XXL,Set,SET304,XXL,1125.0,KR-DPT,Premium
JNE3440-KR-N-XS,kurta,JNE3440,XS,432.0,KR-N,low
MEN5006-KR-XL,kurta,MEN5006,XL,665.0,KR,High
JNE3797-KR-XS,Western Dress,JNE3797,XS,735.0,KR,High
SET345-KR-NP-S,Set,SET345,S,641.0,KR-NP,High
NW004-TP-PJ-L,Set,NW004,L,475.0,TP-PJ,Medium
SET203-KR-DPT-XL,Set,SET203,XL,416.0,KR-DPT,low
JNE3703-KR-L,kurta,JNE3703,L,292.0,KR,low
J0118-TP-L,Top,J0118,L,507.0,TP,Medium
J0277-SKD-L,Set,J0277,L,1333.0,SKD,Luxury
J0244-SKD-L,Set,J0244,L,1164.0,SKD,Luxury
SET278-KR-NP-XL,Set,SET278,XL,1442.0,KR-NP,Luxury
J0118-TP-XXXL,Top,J0118,3XL,507.0,TP,Medium
PJNE3364-KR-5XL,kurta,PJNE3364,5XL,836.0,KR,Premium
SET357-KR-NP-L,Set,SET357,L,771.0,KR-NP,High
J0230-SKD-L,Set,J0230,L,1319.0,SKD,Luxury
J0006-SET-M,Ethnic Dress,J0006,M,855.0,SET,Premium
JNE3785-KR-XXL,kurta,JNE3785,XXL,335.0,KR,low
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
SET324-KR-NP-XS,Set,SET324,XS,635.0,KR-NP,High
J0009-SKD-S,Set,J0009,S,828.0,SKD,Premium
J0400-DR-M,Western Dress,J0400,M,859.0,DR,Premium
J0118-TP-M,Top,J0118,M,507.0,TP,Medium
JNE3680-TU-M,Top,JNE3680,M,540.0,TU,Medium
JNE3721-KR-XL,kurta,JNE3721,XL,292.0,KR,low
JNE3703-KR-XXL,kurta,JNE3703,XXL,292.0,KR,low
J0281-SKD-XL,Set,J0281,XL,1398.0,SKD,Luxury
JNE3440-KR-N-L,kurta,JNE3440,L,435.0,KR-N,low
J0341-DR-S,Western Dress,J0341,S,842.0,DR,Premium
J0397-DR-XS,Western Dress,J0397,XS,999.0,DR,Premium
JNE3373-KR-M,kurta,JNE3373,M,382.0,KR,low
J0230-SKD-XS,Set,J0230,XS,1319.0,SKD,Luxury
JNE3887-KR-S,kurta,JNE3887,S,526.0,KR,Medium
PSET268-KR-NP-6XL,Set,PSET268,6XL,1399.0,KR-NP,Luxury
JNE3878-KR-XXXL,kurta,JNE3878,3XL,399.0,KR,low
J0179-KR-XXXL,kurta,J0179,3XL,696.0,KR,High
J0244-SKD-L,Set,J0244,L,1164.0,SKD,Luxury
JNE3801-KR-XXL,kurta,JNE3801,XXL,735.0,KR,High
JNE3645-TP-N-XXL,Top,JNE3645,XXL,473.0,TP-N,Medium
MEN5032-KR-XXL,kurta,MEN5032,XXL,787.0,KR,High
SET396-KR-PP-M,Set,SET396,M,988.0,KR-PP,Premium
JNE3465-KR-XS,kurta,JNE3465,XS,502.0,KR,Medium
SET278-KR-NP-XS,Set,SET278,XS,1432.0,KR-NP,Luxury
JNE3659-TP-N-XXL,Top,JNE3659,XXL,493.0,TP-N,Medium
JNE3482-KR-S,kurta,JNE3482,S,318.0,KR,low
J0416-DR-XL,Western Dress,J0416,XL,825.0,DR,Premium
J0212-DR-XXXL,Ethnic Dress,J0212,3XL,744.0,DR,High
SET328-KR-NP-L,Set,SET328,L,545.0,KR-NP,Medium
J0401-DR-XXL,Western Dress,J0401,XXL,842.0,DR,Premium
JNE3869-DR-M,Western Dress,JNE3869,M,678.0,DR,High
JNE3837-KR-XXL,kurta,JNE3837,XXL,533.0,KR,Medium
J0335-DR-L,Western Dress,J0335,L,940.0,DR,Premium
J0157-DR-L,Western Dress,J0157,L,690.0,DR,High
J0385-KR-S,kurta,J0385,S,888.0,KR,Premium
JNE3634-KR-XL,kurta,JNE3634,XL,521.0,KR,Medium
JNE3703-KR-L,kurta,JNE3703,L,292.0,KR,low
J0353-KR-XL,kurta,J0353,XL,635.0,KR,High
NW012-TP-PJ-M,Set,NW012,M,521.0,TP-PJ,Medium
JNE3786-KR-S,kurta,JNE3786,S,349.0,KR,low
MEN5021-KR-L,kurta,MEN5021,L,764.0,KR,High
JNE3721-KR-L,kurta,JNE3721,L,292.0,KR,low
JNE3566-KR-M,kurta,JNE3566,M,368.0,KR,low
J0157-DR-M,Western Dress,J0157,M,659.0,DR,High
MEN5032-KR-S,kurta,MEN5032,S,797.0,KR,Premium
JNE3465-KR-L,kurta,JNE3465,L,502.0,KR,Medium
NW030-TP-PJ-XS,Set,NW030,XS,565.0,TP-PJ,Medium
NW012-TP-PJ-XXL,Set,NW012,XXL,521.0,TP-PJ,Medium
J0344-TP-XL,Top,J0344,XL,550.0,TP,Medium
J0002-SKD-XXXL,Set,J0002,3XL,1125.0,SKD,Premium
J0009-SKD-XXXL,Set,J0009,3XL,828.0,SKD,Premium
MEN5026-KR-XXL,kurta,MEN5026,XXL,709.0,KR,High
SET331-KR-NP-L,Set,SET331,L,641.0,KR-NP,High
SET324-KR-NP-M,Set,SET324,M,635.0,KR-NP,High
SET324-KR-NP-XXXL,Set,SET324,3XL,635.0,KR-NP,High
J0009-SKD-L,Set,J0009,L,838.0,SKD,Premium
JNE3698-KR-S,kurta,JNE3698,S,399.0,KR,low
JNE3703-KR-M,kurta,JNE3703,M,292.0,KR,low
JNE3781-KR-XL,kurta,JNE3781,XL,416.0,KR,low
J0349-SET-XS,Set,J0349,XS,845.0,SET,Premium
SET405-KR-NP-L,Set,SET405,L,771.0,KR-NP,High
J0339-DR-M,Western Dress,J0339,M,786.0,DR,High
JNE3800-KR-S,Western Dress,JNE3800,S,735.0,KR,High
J0005-DR-XL,Western Dress,J0005,XL,899.0,DR,Premium
JNE3703-KR-S,kurta,JNE3703,S,292.0,KR,low
SET203-KR-DPT-S,Set,SET203,S,416.0,KR-DPT,low
SET328-KR-NP-XXL,Set,SET328,XXL,545.0,KR-NP,Medium
SET351-KR-NP-XXXL,Set,SET351,3XL,599.0,KR-NP,Medium
J0119-TP-XL,Top,J0119,XL,550.0,TP,Medium
J0339-DR-L,Western Dress,J0339,L,786.0,DR,High
JNE3484-KR-XXL,kurta,JNE3484,XXL,301.0,KR,low
J0005-DR-S,Western Dress,J0005,S,899.0,DR,Premium
J0339-DR-XXXL,Western Dress,J0339,3XL,786.0,DR,High
JNE3799-KR-XXL,kurta,JNE3799,XXL,626.0,KR,High
J0097-KR-XXXL,kurta,J0097,3XL,534.0,KR,Medium
JNE3798-KR-XXXL,Western Dress,JNE3798,3XL,725.0,KR,High
J0335-DR-XXL,Western Dress,J0335,XXL,940.0,DR,Premium
JNE3575-KR-XXXL,kurta,JNE3575,3XL,471.0,KR,Medium
J0117-TP-XL,Top,J0117,XL,522.0,TP,Medium
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
J0152-DR-L,Western Dress,J0152,L,899.0,DR,Premium
JNE3487-KR-L,kurta,JNE3487,L,345.0,KR,low
JNE3781-KR-XXL,kurta,JNE3781,XXL,416.0,KR,low
JNE3648-TP-N-L,Top,JNE3648,L,518.0,TP-N,Medium
JNE3567-KR-M,kurta,JNE3567,M,399.0,KR,low
J0397-DR-XXXL,Western Dress,J0397,3XL,999.0,DR,Premium
JNE3654-TP-M,Top,JNE3654,M,360.0,TP,low
JNE3654-TP-XL,Top,JNE3654,XL,360.0,TP,low
JNE3800-KR-L,Western Dress,JNE3800,L,735.0,KR,High
NW012-TP-PJ-M,Set,NW012,M,521.0,TP-PJ,Medium
JNE3567-KR-XXL,kurta,JNE3567,XXL,399.0,KR,low
JNE3869-DR-M,Western Dress,JNE3869,M,678.0,DR,High
JNE3614-KR-XXL,kurta,JNE3614,XXL,431.0,KR,low
JNE3484-KR-XXL,kurta,JNE3484,XXL,301.0,KR,low
JNE2100-KR-144-XXL,kurta,JNE2100,XXL,382.0,KR-144,low
JNE3440-KR-N-XXL,kurta,JNE3440,XXL,435.0,KR-N,low
J0118-TP-XXXL,Top,J0118,3XL,507.0,TP,Medium
J0119-TP-XXXL,Top,J0119,3XL,550.0,TP,Medium
JNE3296-KR-M,kurta,JNE3296,M,431.0,KR,low
JNE3373-KR-XXL,kurta,JNE3373,XXL,382.0,KR,low
SET286-KR-NP-XXXL,Set,SET286,3XL,626.0,KR-NP,High
NW004-TP-PJ-XXXL,Set,NW004,3XL,475.0,TP-PJ,Medium
SET331-KR-NP-S,Set,SET331,S,641.0,KR-NP,High
JNE3718-KR-S,kurta,JNE3718,S,458.0,KR,Medium
SET345-KR-NP-S,Set,SET345,S,641.0,KR-NP,High
JNE3863-TU-XXL,Top,JNE3863,XXL,540.0,TU,Medium
JNE3751-KR-XXXL,kurta,JNE3751,3XL,349.0,KR,low
SET317-KR-PP-XL,Set,SET317,XL,1199.0,KR-PP,Luxury
J0341-DR-S,Western Dress,J0341,S,842.0,DR,Premium
J0210-DR-XXL,Ethnic Dress,J0210,XXL,837.0,DR,Premium
SET401-KR-NP-XXL,Set,SET401,XXL,999.0,KR-NP,Premium
JNE3721-KR-S,kurta,JNE3721,S,292.0,KR,low
SET388-KR-NP-XXL,Set,SET388,XXL,1499.0,KR-NP,Luxury
JNE3739-KR-XXXL,kurta,JNE3739,3XL,431.0,KR,low
JNE3735-KR-XS,kurta,JNE3735,XS,386.0,KR,low
NW015-TP-PJ-S,Set,NW015,S,501.0,TP-PJ,Medium
JNE3559-KR-XXL,kurta,JNE3559,XXL,487.0,KR,Medium
JNE3546-KR-M,kurta,JNE3546,M,468.0,KR,Medium
J0118-TP-XXL,Top,J0118,XXL,507.0,TP,Medium
J0012-SKD-XL,Set,J0012,XL,1137.0,SKD,Premium
J0301-TP-S,Top,J0301,S,487.0,TP,Medium
JNE3697-KR-XL,kurta,JNE3697,XL,486.0,KR,Medium
JNE3837-KR-XL,kurta,JNE3837,XL,533.0,KR,Medium
JNE3721-KR-XL,kurta,JNE3721,XL,292.0,KR,low
SET341-KR-NP-XL,Set,SET341,XL,857.0,KR-NP,Premium
J0341-DR-S,Western Dress,J0341,S,842.0,DR,Premium
JNE3486-KR-XXXL,kurta,JNE3486,3XL,459.0,KR,Medium
J0230-SKD-S,Set,J0230,S,1319.0,SKD,Luxury
JNE3673-TU-M,Top,JNE3673,M,599.0,TU,Medium
J0117-TP-XL,Top,J0117,XL,522.0,TP,Medium
J0344-TP-L,Top,J0344,L,550.0,TP,Medium
JNE3703-KR-M,kurta,JNE3703,M,292.0,KR,low
SET357-KR-NP-L,Set,SET357,L,771.0,KR-NP,High
PJNE3068-KR-4XL,kurta,PJNE3068,4XL,1043.0,KR,Premium
SET396-KR-PP-XS,Set,SET396,XS,988.0,KR-PP,Premium
J0148-SET-XXL,Set,J0148,XXL,599.0,SET,Medium
J0013-SKD-M,Set,J0013,M,1008.0,SKD,Premium
J0343-DR-XXXL,Western Dress,J0343,3XL,842.0,DR,Premium
J0339-DR-XS,Western Dress,J0339,XS,786.0,DR,High
J0341-DR-S,Western Dress,J0341,S,842.0,DR,Premium
SET330-KR-PP-M,Set,SET330,M,560.0,KR-PP,Medium
SET343-KR-NP-XXL,Set,SET343,XXL,850.0,KR-NP,Premium
J0277-SKD-S,Set,J0277,S,1333.0,SKD,Luxury
JNE3718-KR-L,kurta,JNE3718,L,468.0,KR,Medium
JNE3548-KR-XXL,kurta,JNE3548,XXL,517.0,KR,Medium
J0244-SKD-L,Set,J0244,L,1164.0,SKD,Luxury
J0006-SET-M,Ethnic Dress,J0006,M,855.0,SET,Premium
JNE3619-KR-L,kurta,JNE3619,L,301.0,KR,low
JNE3437-KR-L,kurta,JNE3437,L,496.0,KR,Medium
JNE3619-KR-L,kurta,JNE3619,L,301.0,KR,low
JNE3742-KR-XXL,kurta,JNE3742,XXL,432.0,KR,low
SET291-KR-PP-M,Set,SET291,M,579.0,KR-PP,Medium
J0341-DR-XS,Western Dress,J0341,XS,842.0,DR,Premium
J0402-DR-XS,Western Dress,J0402,XS,688.0,DR,High
JNE3801-KR-S,kurta,JNE3801,S,735.0,KR,High
J0335-DR-S,Western Dress,J0335,S,940.0,DR,Premium
J0335-DR-L,Western Dress,J0335,L,940.0,DR,Premium
J0230-SKD-L,Set,J0230,L,1319.0,SKD,Luxury
SET433-KR-NP-L,Set,SET433,L,560.0,KR-NP,Medium
J0215-BL-S,Blouse,J0215,S,512.0,BL,Medium
JNE3659-TP-N-L,Top,JNE3659,L,493.0,TP-N,Medium
SET286-KR-NP-L,Set,SET286,L,626.0,KR-NP,High
JNE3798-KR-XXXL,Western Dress,JNE3798,3XL,725.0,KR,High
JNE3798-KR-XXL,Western Dress,JNE3798,XXL,735.0,KR,High
J0213-TP-XXXL,Top,J0213,3XL,563.0,TP,Medium
J0008-SKD-L,Set,J0008,L,1075.0,SKD,Premium
JNE3798-KR-XXL,Western Dress,JNE3798,XXL,735.0,KR,High
JNE3721-KR-XL,kurta,JNE3721,XL,292.0,KR,low
JNE3721-KR-M,kurta,JNE3721,M,292.0,KR,low
J0280-SKD-S,Set,J0280,S,1473.0,SKD,Luxury
SET345-KR-NP-S,Set,SET345,S,641.0,KR-NP,High
